Date,Country,Geography,Labour force characteristics,Sex,Age group,Statistics,Data type,UOM,SCALAR_FACTOR,Value
2017-07,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2519.0
2017-08,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2491.1
2017-09,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2506.8
2017-10,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2533.6
2017-11,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2561.9
2017-12,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2565.3
2018-01,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2536.1
2018-02,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2527.6
2018-03,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2549.0
2018-04,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2526.1
2018-05,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2532.1
2018-06,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2547.1
2018-07,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2561.7
2018-08,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2555.9
2018-09,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2556.9
2018-10,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2522.1
2018-11,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2536.5
2018-12,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2529.2
2019-01,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2568.7
2019-02,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2587.0
2019-03,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2576.8
2019-04,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2629.1
2019-05,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2603.6
2019-06,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2596.2
2019-07,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2570.7
2019-08,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2598.0
2019-09,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2579.2
2019-10,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2589.3
2019-11,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2572.8
2019-12,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2590.9
2020-01,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2589.1
2020-02,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2605.0
2020-03,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2190.3
2020-04,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1713.4
2020-05,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1759.8
2020-06,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2019.3
2020-07,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2167.0
2020-08,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2214.5
2020-09,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2344.5
2020-10,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2349.9
2020-11,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2365.2
2020-12,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2332.4
2021-01,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2227.2
2021-02,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2331.4
2021-03,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2444.0
2021-04,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2346.0
2021-05,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2316.7
2021-06,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2469.6
2021-07,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2536.7
2021-08,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2556.3
2021-09,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2574.7
2021-10,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2573.6
2021-11,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2581.7
2021-12,Canada,Canada,Employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,2609.2
2013-01,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1305.1
2013-02,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1297.6
2013-03,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1291.5
2013-04,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1302.1
2013-05,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1337.2
2013-06,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1298.7
2013-07,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1285.9
2013-08,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1282.9
2013-09,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1287.4
2013-10,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1307.0
2013-11,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1294.5
2013-12,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1258.6
2014-01,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1246.5
2014-02,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1281.1
2014-03,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1281.1
2014-04,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1258.1
2014-05,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1263.1
2014-06,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1275.7
2014-07,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1272.9
2014-08,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1271.4
2014-09,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1286.9
2014-10,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1275.2
2014-11,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1263.4
2014-12,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1292.7
2015-01,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1281.1
2015-02,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1266.4
2015-03,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1271.9
2015-04,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1301.4
2015-05,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1290.3
2015-06,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1295.1
2015-07,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1273.0
2015-08,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1276.6
2015-09,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1274.4
2015-10,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1279.0
2015-11,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1293.2
2015-12,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1284.6
2016-01,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1303.0
2016-02,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1282.5
2016-03,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1249.1
2016-04,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1259.9
2016-05,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1233.8
2016-06,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1222.0
2016-07,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1231.5
2016-08,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1255.9
2016-09,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1278.1
2016-10,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1257.4
2016-11,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1217.7
2016-12,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1254.4
2017-01,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1235.8
2017-02,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1244.1
2017-03,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1259.1
2017-04,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1233.7
2017-05,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1268.9
2017-06,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1277.7
2017-07,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1295.1
2017-08,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1243.4
2017-09,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1279.2
2017-10,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1306.2
2017-11,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1329.8
2017-12,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1303.1
2018-01,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1320.5
2018-02,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1298.4
2018-03,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1326.1
2018-04,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1350.8
2018-05,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1328.7
2018-06,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1332.0
2018-07,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1323.5
2018-08,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1346.6
2018-09,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1314.0
2018-10,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1313.8
2018-11,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1335.6
2018-12,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1316.1
2019-01,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1319.3
2019-02,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1336.9
2019-03,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1332.4
2019-04,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1324.5
2019-05,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1342.6
2019-06,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1336.2
2019-07,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1322.8
2019-08,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1345.7
2019-09,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1313.6
2019-10,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1311.1
2019-11,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1301.4
2019-12,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1313.2
2020-01,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1325.4
2020-02,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1325.0
2020-03,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1238.6
2020-04,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1016.6
2020-05,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1041.4
2020-06,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1106.7
2020-07,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1048.2
2020-08,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1076.5
2020-09,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1178.4
2020-10,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1151.7
2020-11,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1191.6
2020-12,Canada,Canada,Full-time employment,Both sexes,15 to 24 years,Estimate,Seasonally adjusted,Persons,thousands,1215.6
